state,action,reward,next_state,done
0.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.5,0.07242,0.0019,0.2534,0.008276571428571428,0.0,0.0,7,-184.81431500000002,0.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.5,0.07242,0.0019,0.2534,0.008276571428571428,0.0,0.0,0
